n_overlaps,origins,ci_id_1,ci_id_2,ci_id_3,ci_id_4,ci_id_5,area_ha,rest_area,population,tstor_woody,tstor_soil,tstor_total,carbon_seq_potl
3,,MDG1006,MDG1013,MDG1090,NA,NA,0.36455456750776943,0,0.21732433140277863,80.4324951171875,36.81483459472656,117.24732971191406,0.5709620234976069
3,,MDG1010,MDG1013,MDG1093,NA,NA,1.5425089041206888,0,0.7546461224555969,253.7458953857422,193.6829833984375,447.4288787841797,2.421598408356829
2,,MDG1013,MDG1095,NA,NA,NA,0.7151129800587056,0,0.4263089597225189,162.09413146972656,72.21692657470703,234.3110580444336,0.9982440784236978
2,,MDG1019,MDG1096,NA,NA,NA,0.7704893339693488,0,0.48447471857070923,108.5139389038086,90.55831146240234,199.07225036621094,1.0731684832545194
2,,MDG1013,MDG1098,NA,NA,NA,1.0651534146736317,0,0.7371999621391296,298.0781555175781,115.80542755126953,413.88358306884766,1.4873053361849782
2,,FJI1130,FJI1150,NA,NA,NA,0.48485708988721016,0.48485708988721016,0.016653945669531822,121.26801300048828,53.50010681152344,174.76811981201172,0.1944831160973556
2,,FJI1131,FJI1151,NA,NA,NA,1.9554276249220128,1.9554276249220128,0.06716589629650116,390.6378173828125,218.18585205078125,608.82366943359375,0.4116654542037512
2,,FJI1132,FJI1152,NA,NA,NA,1.1651263416737405,1.1651263416737405,0.03717240318655968,251.0655975341797,138.88204956054687,389.94764709472656,0.5457117899373164
2,,FJI1133,FJI1153,NA,NA,NA,0.9842690247468344,0.9842690247468344,0.03140237554907799,235.21119689941406,117.32429504394531,352.5354919433594,0.20598076420887784
2,,FJI1134,FJI1154,NA,NA,NA,1.1016154176262876,1.1016154176262876,0.05962483212351799,173.1638946533203,113.01849365234375,286.18238830566406,0.5159772215894769
2,,FJI1135,FJI1155,NA,NA,NA,0.48793279011253615,0.48793279011253615,0.017483919858932495,105.10857391357422,61.28020095825195,166.38877487182617,0.228527194575689
2,,FJI1136,FJI1156,NA,NA,NA,0.3483001177256112,0.3483001177256112,0.010866307653486729,75.4148178100586,41.23045349121094,116.64527130126953,0.16312761102776918
2,,FJI1137,FJI1157,NA,NA,NA,0.5288753443277004,0.5288753443277004,0.021066104993224144,158.18699645996094,53.92575454711914,212.11275100708008,0.24770414040237157
2,,MDG1075,MDG1100,NA,NA,NA,2.4945144776070958,0,1.9511774778366089,44.15525436401367,176.6681365966797,220.82339096069336,1.1641179688885799
